month,trip_id,vehicle_id,started_at,ended_at,duration,start_location_name,end_location_name,user_id,trip_ledger_id
May,1636714,8926493,2019-05-24 13:38:00,5/24/2019 13:41,0:03:06,"401 2nd St NW, Albuquerque, NM 87102, USA","401 2nd St NW, Albuquerque, NM 87102, USA",35436274,1511212
May,1636780,3902020,2019-05-24 13:52:00,5/24/2019 14:13,0:21:27,"520 Central Ave SW, Albuquerque, NM 87102, USA","3217 Pershing Ave SE, Albuquerque, NM 87106, USA",34352757,1511371
May,1636856,5192526,2019-05-24 14:04:00,5/24/2019 14:34,0:30:43,"330 Tijeras Ave NW, Albuquerque, NM 87102, USA","809 Copper Ave NW, Albuquerque, NM 87102, USA",35466666,1511483
May,1636912,3902020,2019-05-24 14:14:00,5/24/2019 14:15,0:01:05,"3217 Pershing Ave SE, Albuquerque, NM 87106, USA","802 Wellesley Dr SE, Albuquerque, NM 87106, USA",34352757,1511390
May,1637035,5192526,2019-05-24 14:37:00,5/24/2019 14:43,0:05:33,"809 Copper Ave NW, Albuquerque, NM 87102, USA","809 Copper Ave NW, Albuquerque, NM 87102, USA",35466666,1511516
May,1637036,9885684,2019-05-24 14:38:00,5/24/2019 15:09,0:31:54,"2901 Central Ave NE, Albuquerque, NM 87106, USA","2000 Zearing Ave NW, Albuquerque, NM 87104, USA",34352757,1511666
May,1637075,5192526,2019-05-24 14:45:00,5/24/2019 14:48,0:03:34,"809 Copper Ave NW, Albuquerque, NM 87102, USA","809 Copper Ave NW, Albuquerque, NM 87102, USA",35466666,1511544
May,1637120,5192526,2019-05-24 14:52:00,5/24/2019 14:58,0:05:40,"809 Copper Ave NW, Albuquerque, NM 87102, USA","809 Copper Ave NW, Albuquerque, NM 87102, USA",35466666,1511610
May,1637212,3203954,2019-05-24 15:05:00,5/24/2019 15:21,0:16:37,"423 Central Ave NE, Albuquerque, NM 87102, USA","512 Central Ave SE, Albuquerque, NM 87102, USA",35490582,1511765
May,1637299,3027855,2019-05-24 15:16:00,5/24/2019 15:36,0:20:12,"1898 Mountain Rd NW, Albuquerque, NM 87104, USA","824 Stover Ave SW, Albuquerque, NM 87102, USA",34352757,1511876
May,1637378,4335950,2019-05-24 15:27:00,5/24/2019 15:31,0:03:51,"400 Marquette Ave NW, Albuquerque, NM 87102, USA","5th @ Marquette, Albuquerque, NM 87102, USA",35493806,1511834
May,1637409,4011047,2019-05-24 15:31:00,5/24/2019 15:33,0:02:03,"101 State Hwy 313, Albuquerque, NM 87102, USA","400 Gold Ave SW, Albuquerque, NM 87102, USA",31624602,1511854
May,1637414,7044335,2019-05-24 15:32:00,5/24/2019 15:33,0:01:10,"400 Marquette Ave NW, Albuquerque, NM 87102, USA","5th @ Marquette, Albuquerque, NM 87102, USA",35493806,1511847
May,1637455,7939544,2019-05-24 15:36:00,5/24/2019 15:55,0:19:03,"401 3rd St NW, Albuquerque, NM 87102, USA","220 Gold Ave SW, Albuquerque, NM 87102, USA",35495918,1512023
May,1637468,8926493,2019-05-24 15:38:00,5/24/2019 15:52,0:14:20,"401 2nd St NW, Albuquerque, NM 87102, USA","224 Gold Ave SW, Albuquerque, NM 87102, USA",35492487,1511996
May,1637528,6893735,2019-05-24 15:45:00,5/24/2019 15:49,0:04:03,"301 Central Ave NE, Albuquerque, NM 87102, USA","411 Central Ave NE, Albuquerque, NM 87102, USA",35498655,1511970
May,1637626,8636158,2019-05-24 15:54:00,5/24/2019 16:06,0:11:42,"401 3rd St NW, Albuquerque, NM 87102, USA","401 3rd St NW, Albuquerque, NM 87102, USA",35466666,1512127
May,1637682,3972385,2019-05-24 15:59:00,5/24/2019 15:59,0:00:33,"401 3rd St NW, Albuquerque, NM 87102, USA","401 3rd St NW, Albuquerque, NM 87102, USA",35275216,1512061
May,1637789,6893735,2019-05-24 16:08:00,5/24/2019 16:13,0:04:54,"400 Central Ave SE, Albuquerque, NM 87102, USA","411 Central Ave NE, Albuquerque, NM 87102, USA",35498655,1512205
May,1637820,8479151,2019-05-24 16:11:00,5/24/2019 16:42,0:30:49,"401 2nd St NW, Albuquerque, NM 87102, USA","401 3rd St NW, Albuquerque, NM 87102, USA",35503988,1512517
May,1637898,3972385,2019-05-24 16:19:00,5/24/2019 16:36,0:16:26,"401 3rd St NW, Albuquerque, NM 87102, USA","505 Central Ave NW, Albuquerque, NM 87102, USA",35505542,1512436
May,1637907,1449819,2019-05-24 16:20:00,5/24/2019 16:25,0:04:34,"330 Tijeras Ave NW, Albuquerque, NM 87102, USA","330 Tijeras Ave NW, Albuquerque, NM 87102, USA",35506612,1512317
May,1637915,8926493,2019-05-24 16:21:00,5/24/2019 16:24,0:03:34,"225 Gold Ave SW, Albuquerque, NM 87102, USA","201 3rd St NW, Albuquerque, NM 87102, USA",35492487,1512311
May,1637919,7939544,2019-05-24 16:21:00,5/24/2019 16:24,0:03:35,"220 Gold Ave SW, Albuquerque, NM 87102, USA","99999 Tijeras Ave NW, Albuquerque, NM 87102, USA",35495918,1512315
May,1637920,6893735,2019-05-24 16:21:00,5/24/2019 16:24,0:02:36,"Central @ Edith, Albuquerque, NM 87102, USA","400 Central Ave SE, Albuquerque, NM 87102, USA",35498655,1512301
May,1637980,2503724,2019-05-24 16:25:00,5/24/2019 16:29,0:03:24,"500-676 Locust St NE, Albuquerque, NM 87102, USA","875 10th St SW, Albuquerque, NM 87102, USA",35506940,1512355
May,1638006,1485187,2019-05-24 16:27:00,5/24/2019 16:36,0:08:49,"401 3rd St NW, Albuquerque, NM 87102, USA","401 3rd St NW, Albuquerque, NM 87102, USA",35507698,1512438
May,1638021,2693271,2019-05-24 16:28:00,5/24/2019 16:32,0:03:58,"401 3rd St NW, Albuquerque, NM 87102, USA","401 3rd St NW, Albuquerque, NM 87102, USA",35507209,1512392
May,1638033,2484319,2019-05-24 16:29:00,5/24/2019 16:31,0:01:08,"401 3rd St NW, Albuquerque, NM 87102, USA","401 3rd St NW, Albuquerque, NM 87102, USA",35507184,1512379
May,1638053,2502068,2019-05-24 16:31:00,5/24/2019 16:38,0:07:30,"401 3rd St NW, Albuquerque, NM 87102, USA","401 3rd St NW, Albuquerque, NM 87102, USA",35508347,1512468
May,1638062,9505672,2019-05-24 16:32:00,5/24/2019 16:36,0:04:46,"401 3rd St NW, Albuquerque, NM 87102, USA","401 3rd St NW, Albuquerque, NM 87102, USA",35507184,1512441
May,1638097,5518132,2019-05-24 16:36:00,5/24/2019 16:40,0:03:45,"328 Marquette Ave NW, Albuquerque, NM 87102, USA","401 3rd St NW, Albuquerque, NM 87102, USA",35507566,1512486
May,1638301,4049935,2019-05-24 16:52:00,5/24/2019 17:17,0:24:29,"Albuquerque Convention Center, Albuquerque, NM 87102, USA","401 2nd St NW, Albuquerque, NM 87102, USA",35512732,1512968
May,1638306,5947761,2019-05-24 16:53:00,5/24/2019 17:17,0:24:06,"401 2nd St NW, Albuquerque, NM 87102, USA","401 2nd St NW, Albuquerque, NM 87102, USA",35512965,1512969
May,1638330,2693271,2019-05-24 16:55:00,5/24/2019 17:04,0:09:15,"401 3rd St NW, Albuquerque, NM 87102, USA","401 3rd St NW, Albuquerque, NM 87102, USA",35507716,1512803
May,1638348,9505672,2019-05-24 16:56:00,5/24/2019 17:14,0:18:11,"401 3rd St NW, Albuquerque, NM 87102, USA","Albuquerque Convention Center, Albuquerque, NM 87102, USA",35505229,1512932
May,1638385,8763917,2019-05-24 16:58:00,5/24/2019 17:04,0:06:13,"401 3rd St NW, Albuquerque, NM 87102, USA","115 2nd St SW, Albuquerque, NM 87102, USA",35513516,1512812
May,1638389,3786248,2019-05-24 16:58:00,5/24/2019 17:05,0:06:49,"401 3rd St NW, Albuquerque, NM 87102, USA","101 2nd St SW, Albuquerque, NM 87102, USA",35513504,1512821
May,1638471,9139821,2019-05-24 17:04:00,5/24/2019 17:48,0:43:52,"401 3rd St NW, Albuquerque, NM 87102, USA","401 3rd St NW, Albuquerque, NM 87102, USA",35500603,1513351
May,1638626,2937338,2019-05-24 17:15:00,5/24/2019 17:28,0:12:58,"101 State Hwy 313, Albuquerque, NM 87102, USA","KRQE-TV Albuquerque, NM, USA, 13 Broadcast Plaza SW, Albuquerque, NM 87104, USA",35512392,1513097
May,1638722,4641993,2019-05-24 17:22:00,5/24/2019 17:26,0:03:37,"219 Central Ave SW, Albuquerque, NM 87102, USA","219 Central Ave SW, Albuquerque, NM 87102, USA",35518187,1513073
May,1638783,1221572,2019-05-24 17:27:00,5/24/2019 17:30,0:02:43,"219 Central Ave SW, Albuquerque, NM 87102, USA","311 Central Ave NW, Albuquerque, NM 87102, USA",35518788,1513113
May,1638786,4641993,2019-05-24 17:27:00,5/24/2019 17:30,0:02:45,"219 Central Ave NW, Albuquerque, NM 87102, USA","300 Central Ave SW, Albuquerque, NM 87102, USA",35518187,1513124
May,1638901,4437884,2019-05-24 17:35:00,5/24/2019 18:02,0:27:20,"401 2nd St NW, Albuquerque, NM 87102, USA","Broadway @ Martin Luther King, Albuquerque, NM 87102, USA",35466627,1513570
May,1638906,1322681,2019-05-24 17:35:00,5/24/2019 18:02,0:27:07,"2nd @ Marquette, Albuquerque, NM 87102, USA","Broadway @ Martin Luther King, Albuquerque, NM 87102, USA",35521064,1513573
May,1638907,6754027,2019-05-24 17:35:00,5/24/2019 19:01,1:25:45,"330 Tijeras Ave NW, Albuquerque, NM 87102, USA","301 Copper Ave NW, Albuquerque, NM 87102, USA",6813327,1514427
May,1638956,3203954,2019-05-24 17:39:00,5/24/2019 17:41,0:01:45,"512 Central Ave SE, Albuquerque, NM 87102, USA","512 Central Ave SE, Albuquerque, NM 87102, USA",35490582,1513255
May,1639023,1449819,2019-05-24 17:44:00,5/24/2019 18:31,0:47:20,"330 Tijeras Ave NW, Albuquerque, NM 87102, USA","330 Tijeras Ave NW, Albuquerque, NM 87102, USA",35480324,1513936
May,1639024,8343821,2019-05-24 17:44:00,5/24/2019 18:06,0:22:00,"330 Tijeras Ave NW, Albuquerque, NM 87102, USA","1224 Central Ave SW, Albuquerque, NM 87102, USA",35519604,1513623
May,1639039,8891856,2019-05-24 17:45:00,5/24/2019 18:04,0:19:14,"330 Tijeras Ave NW, Albuquerque, NM 87102, USA","301a Central Ave NW, Albuquerque, NM 87102, USA",35519935,1513600
May,1639043,9072859,2019-05-24 17:45:00,5/24/2019 18:14,0:28:52,"5th @ Marquette, Albuquerque, NM 87102, USA","411 Marquette Ave NW, Albuquerque, NM 87102, USA",35499470,1513726
May,1639049,5096373,2019-05-24 17:45:00,5/24/2019 18:02,0:16:57,"330 Tijeras Ave NW, Albuquerque, NM 87102, USA","1216 Central Ave SW, Albuquerque, NM 87102, USA",35519573,1513569
May,1639054,9520817,2019-05-24 17:46:00,5/24/2019 17:57,0:11:02,"330 Tijeras Ave NW, Albuquerque, NM 87102, USA","330 Tijeras Ave NW, Albuquerque, NM 87102, USA",35504896,1513489
May,1639068,9324826,2019-05-24 17:46:00,5/24/2019 17:55,0:08:38,"401 3rd St NW, Albuquerque, NM 87102, USA","512 Central Ave SE, Albuquerque, NM 87102, USA",35514567,1513457
May,1639085,8479151,2019-05-24 17:47:00,5/24/2019 17:53,0:06:24,"321 4th St NW, Albuquerque, NM 87102, USA","512 Central Ave SE, Albuquerque, NM 87102, USA",34944449,1513429
May,1639093,3307879,2019-05-24 17:47:00,5/24/2019 18:31,0:43:57,"330 Tijeras Ave NW, Albuquerque, NM 87102, USA","200 3rd St NW, Albuquerque, NM 87102, USA",35523412,1513939
May,1639149,4550171,2019-05-24 17:52:00,5/24/2019 18:04,0:12:02,"330 Tijeras Ave NW, Albuquerque, NM 87102, USA","301 Central Ave NW, Albuquerque, NM 87102, USA",35524065,1513599
May,1639164,5874824,2019-05-24 17:53:00,5/24/2019 18:02,0:09:25,"330 Tijeras Ave NW, Albuquerque, NM 87102, USA","1216 Central Ave SW, Albuquerque, NM 87102, USA",35524865,1513568
May,1639178,4454304,2019-05-24 17:54:00,5/24/2019 18:05,0:10:51,"401 2nd St NW, Albuquerque, NM 87102, USA","401 3rd St NW, Albuquerque, NM 87102, USA",35521431,1513606
May,1639185,9469462,2019-05-24 17:54:00,5/24/2019 18:05,0:10:42,"401 3rd St NW, Albuquerque, NM 87102, USA","401 3rd St NW, Albuquerque, NM 87102, USA",35521429,1513607
May,1639196,9010792,2019-05-24 17:55:00,5/24/2019 18:14,0:19:23,"400 Marquette Ave NW, Albuquerque, NM 87102, USA","5th @ Marquette, Albuquerque, NM 87102, USA",35507678,1513728
May,1639234,8742883,2019-05-24 17:56:00,5/24/2019 18:07,0:10:51,"518 Central Ave NW, Albuquerque, NM 87102, USA","1210 Central Ave NW, Albuquerque, NM 87102, USA",21672119,1513644
May,1639238,1303786,2019-05-24 17:56:00,5/24/2019 18:09,0:12:14,"520 Central Ave SW, Albuquerque, NM 87102, USA","1216 Central Ave SW, Albuquerque, NM 87102, USA",8484602,1513660
May,1639308,7730848,2019-05-24 18:01:00,5/24/2019 19:04,1:03:03,"401 3rd St NW, Albuquerque, NM 87102, USA","330 Tijeras Ave NW, Albuquerque, NM 87102, USA",35526094,1514473
May,1639439,9758708,2019-05-24 18:11:00,5/24/2019 18:36,0:25:25,"401 3rd St NW, Albuquerque, NM 87102, USA","401 3rd St NW, Albuquerque, NM 87102, USA",35527842,1514012
May,1639461,8637581,2019-05-24 18:13:00,5/24/2019 18:19,0:05:58,"524 Central Ave SW, Albuquerque, NM 87102, USA","311 Central Ave SW, Albuquerque, NM 87102, USA",35529035,1513792
May,1639467,8636158,2019-05-24 18:13:00,5/24/2019 18:36,0:23:17,"401 3rd St NW, Albuquerque, NM 87102, USA","401 3rd St NW, Albuquerque, NM 87102, USA",35528255,1514009
May,1639483,9469462,2019-05-24 18:14:00,5/24/2019 18:37,0:23:06,"401 2nd St NW, Albuquerque, NM 87102, USA","200 3rd St NW, Albuquerque, NM 87102, USA",35516325,1514019
May,1639502,9341708,2019-05-24 18:16:00,5/24/2019 18:19,0:03:30,"519 Central Ave SW, Albuquerque, NM 87102, USA","Dennis Chavez Federal Building, Albuquerque, NM 87102, USA",35526411,1513801
May,1639566,4454304,2019-05-24 18:21:00,5/24/2019 18:51,0:30:33,"401 3rd St NW, Albuquerque, NM 87102, USA","401 3rd St NW, Albuquerque, NM 87102, USA",35503316,1514249
May,1639567,5323295,2019-05-24 18:21:00,5/24/2019 18:27,0:06:05,"2550 Central Ave NE, Albuquerque, NM 87106, USA","Bandelier Hall West, Albuquerque, NM 87106, USA",35525990,1513892
May,1639583,2503724,2019-05-24 18:21:00,5/24/2019 18:51,0:29:52,"401 3rd St NW, Albuquerque, NM 87102, USA","401 3rd St NW, Albuquerque, NM 87102, USA",35529781,1514251
May,1639594,5096373,2019-05-24 18:22:00,5/24/2019 18:31,0:08:36,"1216 Central Ave SW, Albuquerque, NM 87102, USA","330 Tijeras Ave NW, Albuquerque, NM 87102, USA",35519573,1513935
May,1639618,8742883,2019-05-24 18:24:00,5/24/2019 18:31,0:07:14,"1210 Central Ave SW, Albuquerque, NM 87102, USA","330 Tijeras Ave NW, Albuquerque, NM 87102, USA",35524865,1513933
May,1639628,2484319,2019-05-24 18:24:00,5/24/2019 18:51,0:26:27,"401 3rd St NW, Albuquerque, NM 87102, USA","401 3rd St NW, Albuquerque, NM 87102, USA",35530449,1514243
May,1639630,1303786,2019-05-24 18:25:00,5/24/2019 18:31,0:06:06,"1210 Central Ave SW, Albuquerque, NM 87102, USA","300 Tijeras Ave NW, Albuquerque, NM 87102, USA",35519604,1513931
May,1639634,4011047,2019-05-24 18:25:00,5/24/2019 18:31,0:05:57,"Gold Bldg, 320 Gold Ave SW, Albuquerque, NM 87102, USA","111 4th St SW, Albuquerque, NM 87102, USA",35530940,1513929
May,1639692,5133889,2019-05-24 18:29:00,5/24/2019 18:39,0:10:26,"Central @ Tingley, Albuquerque, NM 87104, USA","2420 New York Ave NW, Albuquerque, NM 87104, USA",35514522,1514050
May,1639703,2026310,2019-05-24 18:30:00,5/24/2019 18:38,0:08:34,"105 Stanford Dr SE, Albuquerque, NM 87106, USA","2109 Silver Ave SE, Albuquerque, NM 87106, USA",33002506,1514032
May,1639708,7386823,2019-05-24 18:30:00,5/24/2019 18:39,0:09:36,"Central @ Tingley, Albuquerque, NM 87104, USA","2424 New York Ave NW, Albuquerque, NM 87104, USA",35532557,1514051
May,1639724,2693271,2019-05-24 18:31:00,5/24/2019 18:37,0:05:31,"528 2nd St SW, Albuquerque, NM 87102, USA","401 3rd St NW, Albuquerque, NM 87102, USA",35532513,1514020
May,1639726,5537282,2019-05-24 18:31:00,5/24/2019 18:41,0:09:27,"219 Central Ave SW, Albuquerque, NM 87102, USA","1715 2nd St SW, Albuquerque, NM 87102, USA",35531964,1514074
May,1639732,5885149,2019-05-24 18:32:00,5/24/2019 19:10,0:38:15,"219 Central Ave SW, Albuquerque, NM 87102, USA","1715 2nd St SW, Albuquerque, NM 87102, USA",35517524,1514559
May,1639733,3885791,2019-05-24 18:32:00,5/24/2019 19:18,0:46:21,"219 Central Ave SW, Albuquerque, NM 87102, USA","Sunshine Building, 120 Central Ave SW, Albuquerque, NM 87102, USA",35530825,1514684
May,1639739,2174909,2019-05-24 18:32:00,5/24/2019 19:18,0:45:18,"219 Central Ave SW, Albuquerque, NM 87102, USA","112 2nd St SW, Albuquerque, NM 87102, USA",35532289,1514675
May,1639765,3786248,2019-05-24 18:34:00,5/24/2019 18:45,0:11:48,"Sunshine Building, 120 Central Ave SW, Albuquerque, NM 87102, USA","1st St NW @, Central Ave NW, Albuquerque, NM 87102, United States",35530944,1514158
May,1639772,8763917,2019-05-24 18:34:00,5/24/2019 18:45,0:10:58,"101 2nd St SW, Albuquerque, NM 87102, USA","1st St NW and Central Ave SW, Albuquerque, NM 87102, USA",35533283,1514155
May,1639778,5977323,2019-05-24 18:34:00,5/24/2019 18:55,0:20:15,"1400 Central Ave SE, Albuquerque, NM 87106, USA","1414 University Blvd SE, Albuquerque, NM 87106, USA",35530469,1514324
May,1639802,1579133,2019-05-24 18:36:00,5/24/2019 18:55,0:18:45,"1400 Central Ave SE, Albuquerque, NM 87106, USA","1414 University Blvd SE, Albuquerque, NM 87106, USA",35533431,1514323
May,1639809,8343821,2019-05-24 18:36:00,5/24/2019 18:56,0:19:12,"1216 Central Ave NW, Albuquerque, NM 87102, USA","Rio Grande @ Mountain, Albuquerque, NM 87104, USA",21672119,1514345
May,1639813,9324826,2019-05-24 18:37:00,5/24/2019 18:43,0:06:52,"512 Central Ave SE, Albuquerque, NM 87102, USA","1 Civic Plaza NW, Albuquerque, NM 87102, USA",35514567,1514126
May,1639817,3203954,2019-05-24 18:37:00,5/24/2019 18:44,0:06:38,"517 Central Ave NE, Albuquerque, NM 87102, USA","1 Civic Plaza NW, Albuquerque, NM 87102, USA",34944449,1514128
May,1639822,5874824,2019-05-24 18:37:00,5/24/2019 18:56,0:18:44,"1216 Central Ave NW, Albuquerque, NM 87102, USA","Rio Grande @ Mountain, Albuquerque, NM 87104, USA",8484602,1514347
May,1639831,7146615,2019-05-24 18:38:00,5/24/2019 18:44,0:06:40,"101 State Hwy 313, Albuquerque, NM 87102, USA","Gold Bldg, 320 Gold Ave SW, Albuquerque, NM 87102, USA",35533294,1514137
May,1639969,8742883,2019-05-24 18:46:00,5/24/2019 19:12,0:25:47,"330 Tijeras Ave NW, Albuquerque, NM 87102, USA","419 Central Ave NW, Albuquerque, NM 87102, USA",35533828,1514586
May,1639976,2893981,2019-05-24 18:46:00,5/24/2019 18:48,0:01:44,"101 State Hwy 313, Albuquerque, NM 87102, USA","101 State Hwy 313, Albuquerque, NM 87102, USA",35535585,1514203
May,1640014,2823415,2019-05-24 18:49:00,5/24/2019 18:52,0:03:14,"101 State Hwy 313, Albuquerque, NM 87102, USA","723 Silver Ave SW, Albuquerque, NM 87102, USA",35535585,1514262
May,1640019,1457949,2019-05-24 18:49:00,5/24/2019 19:16,0:27:22,"219 Central Ave SW, Albuquerque, NM 87102, USA","219 Central Ave NW, Albuquerque, NM 87102, USA",35534233,1514653
May,1640021,7261117,2019-05-24 18:49:00,5/24/2019 23:55,5:06:04,"Gold Bldg, 320 Gold Ave SW, Albuquerque, NM 87102, USA","101 State Hwy 313, Albuquerque, NM 87102, USA",35535567,1519596
May,1640024,3940717,2019-05-24 18:49:00,5/24/2019 19:16,0:26:51,"219 Central Ave SW, Albuquerque, NM 87102, USA","219 Central Ave NW, Albuquerque, NM 87102, USA",35509978,1514652
May,1640029,7146615,2019-05-24 18:50:00,5/24/2019 18:52,0:02:30,"Gold Bldg, 320 Gold Ave SW, Albuquerque, NM 87102, USA","230 6th St SW, Albuquerque, NM 87102, USA",35533294,1514269
May,1640037,8891856,2019-05-24 18:50:00,5/24/2019 18:52,0:02:11,"300 Central Ave SW, Albuquerque, NM 87102, USA","225 Gold Ave SW, Albuquerque, NM 87102, USA",35518187,1514268
May,1640052,8600566,2019-05-24 18:51:00,5/24/2019 18:58,0:06:52,"2550 Central Ave NE, Albuquerque, NM 87106, USA","1100 Yale Blvd SE, Albuquerque, NM 87106, USA",35507566,1514374
May,1640062,9511752,2019-05-24 18:52:00,5/24/2019 19:03,0:11:08,"220 Central Ave SW, Albuquerque, NM 87102, USA","209 Gold Ave SW, Albuquerque, NM 87102, USA",35536569,1514449
May,1640073,9107475,2019-05-24 18:52:00,5/24/2019 19:02,0:09:34,"219 Central Ave SW, Albuquerque, NM 87102, USA","219 Central Ave NW, Albuquerque, NM 87102, USA",35535161,1514434
May,1640076,9469462,2019-05-24 18:53:00,5/24/2019 19:09,0:16:55,"330 Tijeras Ave NW, Albuquerque, NM 87102, USA","330 Tijeras Ave NW, Albuquerque, NM 87102, USA",35480324,1514545
May,1640079,3307879,2019-05-24 18:53:00,5/24/2019 19:16,0:22:53,"First Plaza Galeria, 20 First Plaza Center NW, Albuquerque, NM 87102, USA","120 Central Ave SE, Albuquerque, NM 87102, USA",35357383,1514647
May,1640096,2693271,2019-05-24 18:54:00,5/24/2019 19:07,0:13:35,"401 2nd St NW, Albuquerque, NM 87102, USA","5th @ Marquette, Albuquerque, NM 87102, USA",35466625,1514514
May,1640146,5982015,2019-05-24 18:56:00,5/24/2019 19:31,0:34:42,"Rio Grande @ Mountain, Albuquerque, NM 87104, USA","815 Silver Ave SW, Albuquerque, NM 87102, USA",21672119,1514924
May,1640177,5226561,2019-05-24 18:58:00,5/24/2019 19:31,0:33:31,"Rio Grande @ Mountain, Albuquerque, NM 87104, USA","800 Silver Ave SW, Albuquerque, NM 87102, USA",8484602,1514930
May,1640203,9623352,2019-05-24 18:59:00,5/24/2019 19:04,0:04:31,"2550 Central Ave NE, Albuquerque, NM 87106, USA","2550 Central Ave NE, Albuquerque, NM 87106, USA",35535261,1514461
May,1640224,3972385,2019-05-24 19:00:00,5/24/2019 19:17,0:16:49,"505 Central Ave NW, Albuquerque, NM 87102, USA","111 Marble Ave NW, Albuquerque, NM 87102, USA",35505542,1514662
May,1640239,4942355,2019-05-24 19:01:00,5/24/2019 20:07,1:06:06,"2550 Central Ave NE, Albuquerque, NM 87106, USA","2550 Central Ave NE, Albuquerque, NM 87106, USA",35520946,1515560
May,1640254,4550171,2019-05-24 19:02:00,5/24/2019 19:19,0:17:03,"301 Central Ave NW, Albuquerque, NM 87102, USA","800 Copper Ave NW, Albuquerque, NM 87102, USA",35538259,1514691
May,1640301,5450294,2019-05-24 19:04:00,5/24/2019 19:19,0:15:06,"601 Central Ave SW, Albuquerque, NM 87102, USA","1700 Central Ave NW, Albuquerque, NM 87104, USA",35536760,1514700
May,1640302,9511752,2019-05-24 19:04:00,5/24/2019 19:06,0:01:47,"209 Gold Ave SW, Albuquerque, NM 87102, USA","209 Gold Ave SW, Albuquerque, NM 87102, USA",35536569,1514490
May,1640311,2672060,2019-05-24 19:04:00,5/24/2019 20:07,1:02:25,"2550 Central Ave NE, Albuquerque, NM 87106, USA","2550 Central Ave NE, Albuquerque, NM 87106, USA",35535261,1515557
May,1640334,7386823,2019-05-24 19:05:00,5/24/2019 19:17,0:12:03,"2416 New York Ave NW, Albuquerque, NM 87104, USA","1700 Central Ave NW, Albuquerque, NM 87104, USA",35532557,1514669
May,1640337,3936835,2019-05-24 19:06:00,5/24/2019 19:21,0:15:26,"524 Central Ave SW, Albuquerque, NM 87102, USA","709 Tijeras Ave NW, Albuquerque, NM 87102, USA",35537981,1514736
May,1640362,9511752,2019-05-24 19:08:00,5/24/2019 19:10,0:02:15,"209 Gold Ave SW, Albuquerque, NM 87102, USA","211 Gold Ave SW, Albuquerque, NM 87102, USA",35536569,1514556
May,1640372,5133889,2019-05-24 19:08:00,5/24/2019 19:17,0:08:46,"2420 New York Ave NW, Albuquerque, NM 87104, USA","1710 Central Ave SW, Albuquerque, NM 87104, USA",35514522,1514661
May,1640404,5885149,2019-05-24 19:10:00,5/24/2019 19:18,0:07:23,"1715 2nd St SW, Albuquerque, NM 87102, USA","112 2nd St SW, Albuquerque, NM 87102, USA",35531964,1514672
May,1640418,5537282,2019-05-24 19:11:00,5/24/2019 19:18,0:06:47,"1715 2nd St SW, Albuquerque, NM 87102, USA","Sunshine Building, 120 Central Ave SW, Albuquerque, NM 87102, USA",35517524,1514674
May,1640432,9758708,2019-05-24 19:12:00,5/24/2019 19:19,0:06:53,"869 Kent Ave NW, Albuquerque, NM 87102, USA","328 Marquette Ave NW, Albuquerque, NM 87102, USA",35540218,1514692
May,1640433,2502068,2019-05-24 19:12:00,5/24/2019 19:36,0:24:18,"401 3rd St NW, Albuquerque, NM 87102, USA","401 3rd St NW, Albuquerque, NM 87102, USA",35539437,1515010
May,1640452,8125312,2019-05-24 19:13:00,5/24/2019 19:19,0:06:34,"519 Central Ave SW, Albuquerque, NM 87102, USA","1710 Central Ave SW, Albuquerque, NM 87104, USA",35541119,1514709
May,1640460,4454304,2019-05-24 19:13:00,5/24/2019 19:24,0:10:35,"400 3rd St SW, Albuquerque, NM 87102, USA","314 Iron Ave SW, Albuquerque, NM 87102, USA",35540152,1514798
May,1640475,5323295,2019-05-24 19:14:00,5/24/2019 19:20,0:06:05,"Bandelier Hall West, Albuquerque, NM 87106, USA","500 University Blvd NE, Albuquerque, NM 87106, USA",35525990,1514722
May,1640485,6926587,2019-05-24 19:16:00,5/24/2019 20:15,0:59:44,"423 Central Ave NE, Albuquerque, NM 87102, USA","320 Arno St NE, Albuquerque, NM 87102, USA",35534525,1515708
May,1640588,2503724,2019-05-24 19:21:00,5/24/2019 19:26,0:04:59,"401 3rd St NW, Albuquerque, NM 87102, USA","330 Tijeras Ave NW, Albuquerque, NM 87102, USA",35542091,1514846
May,1640606,6779794,2019-05-24 19:22:00,5/24/2019 20:18,0:55:49,"423 Central Ave NE, Albuquerque, NM 87102, USA","320 Arno St NE, Albuquerque, NM 87102, USA",35542893,1515759
May,1640620,6865874,2019-05-24 19:23:00,5/24/2019 20:19,0:55:32,"423 Central Ave NE, Albuquerque, NM 87102, USA","320 Arno St NE, Albuquerque, NM 87102, USA",35542453,1515768
May,1640638,4508680,2019-05-24 19:24:00,5/24/2019 20:15,0:51:39,"423 Central Ave NE, Albuquerque, NM 87102, USA","320 Arno St NE, Albuquerque, NM 87102, USA",35543197,1515713
May,1640649,9758708,2019-05-24 19:25:00,5/24/2019 19:39,0:14:27,"401 3rd St NW, Albuquerque, NM 87102, USA","401 3rd St NW, Albuquerque, NM 87102, USA",35543120,1515056
May,1640655,2893981,2019-05-24 19:25:00,5/24/2019 19:33,0:07:59,"Gold Bldg, 320 Gold Ave SW, Albuquerque, NM 87102, USA","205 Silver Ave SW, Albuquerque, NM 87102, USA",35543235,1514955
